ID,PHENOTYPE,SAMPLE_SIZE,METHODOLOGY,PARAMETERS,NO_VARIANTS,FTP_WEBPAGE,NO_NONZERO_VARIANTS,NONZERO_FRACTION
PGS000104,Mean platelet volume,391598,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",25745,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000104/ScoringFiles/PGS000104.txt.gz,25745,1
PGS000105,Neutrophil count,406788,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",23864,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000105/ScoringFiles/PGS000105.txt.gz,23864,1
PGS000106,Neutrophil percentage of white cells,407114,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",22049,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000106/ScoringFiles/PGS000106.txt.gz,22049,1
PGS000107,Plateletcrit,390803,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",30459,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000107/ScoringFiles/PGS000107.txt.gz,30459,1
PGS000108,Platelet distribution width,391450,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",25995,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000108/ScoringFiles/PGS000108.txt.gz,25995,1
PGS000109,Platelet count,391232,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",26683,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000109/ScoringFiles/PGS000109.txt.gz,26683,1
PGS000110,Red blood cell count,408069,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",23242,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000110/ScoringFiles/PGS000110.txt.gz,23242,1
PGS000111,Reticulocyte count,396720,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",26077,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000111/ScoringFiles/PGS000111.txt.gz,26077,1
PGS000112,Reticulocyte fraction of red cells,396811,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",25939,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000112/ScoringFiles/PGS000112.txt.gz,25939,1
PGS000113,White blood cell count,408032,Regularized Regression (Elastic Net),"Bi-allelic variants (MAF > 0.01, INFO > 0.4, missingness rate < 0.1) with LD thinning (r2 threshold = 0.5)",28383,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000113/ScoringFiles/PGS000113.txt.gz,28383,1
PGS000114,Juvenile Idiopathic Arthritis,7505,SparSNP,"Lasso penalised linear regression (10-fold cross-validation) on genotypes . SNPs were initally selected by: significance p < 5e-5, and all SNPs within 1 Mb of the former.",26,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000114/ScoringFiles/PGS000114.txt.gz,26,1
PGS000115,low density lipoprotein cholesterol,297626,Established lipid loci,Independent GWAS-significant SNVs,223,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000115/ScoringFiles/PGS000115.txt.gz,223,1
PGS000116,Coronary Artery Disease,187599,lassosum,"INFO score>0.999; N=1,037,385 variants; s=0.5; lambda=0.00428",40079,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000116/ScoringFiles/PGS000116.txt.gz,40079,1
PGS000117,Cardiovascular Disease,187599,lassosum,"INFO score>0.999; N=1,037,385 variants; s=0.5; lambda=0.00429",297862,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000117/ScoringFiles/PGS000117.txt.gz,297862,1
PGS000118,Melanoma,10234,GWAS Catalog SNPs,"SNPs discovered from GWAS studies with broad European ancestry, LD pruned (r2 > 0.1), filtered SNPs with MAF deviation >15% between GWAS Catalog and MGI. GWAS Study identifiers were not listed.",29,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000118/ScoringFiles/PGS000118.txt.gz,29,1
PGS000119,Basal cell carcinoma,10234,GWAS Catalog SNPs,"SNPs discovered from GWAS studies with broad European ancestry, LD pruned (r2 > 0.1), filtered SNPs with MAF deviation >15% between GWAS Catalog and MGI. GWAS Study identifiers were not listed.",32,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000119/ScoringFiles/PGS000119.txt.gz,32,1
PGS000120,Squamous cell carcinoma,287137,Genome-wide significant variants,p<5x10-8,10,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000120/ScoringFiles/PGS000120.txt.gz,10,1
PGS000121,Bone mineral density (BMD),11722,Weighted sum of risk alleles,NA,62,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000121/ScoringFiles/PGS000121.txt.gz,62,1
PGS000122,Bone mineral density (BMD),11722,Weighted sum of risk alleles (with random forest selection),SNPs were selected using random forest analysis,33,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000122/ScoringFiles/PGS000122.txt.gz,33,1
PGS000123,Parkinson disease,108990,Genome-wide significant variants,The PRS was computed using the binary logarithm transformation of the reported ORs,16,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000123/ScoringFiles/PGS000123.txt.gz,16,1
PGS000124,Intraocular pressure,157391,Genome-wide significant variants,NA,103,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000124/ScoringFiles/PGS000124.txt.gz,103,1
PGS000125,Type 2 Diabetes,169298,Genome-wide significant variants,Unweighted allele count,80,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000125/ScoringFiles/PGS000125.txt.gz,80,1
PGS000126,Serum urate,288649,Genome-wide significant variants,Conditionally independent GWAS loci in Europeans,114,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000126/ScoringFiles/PGS000126.txt.gz,114,1
PGS000127,Hemoglobin A1c,88355,GWAS,Study-wide multi-ancestry GWAS significant SNPs,21,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000127/ScoringFiles/PGS000127.txt.gz,21,1
PGS000128,Hemoglobin A1c,7564,GWAS,Study-wide multi-ancestry GWAS significant SNPs,22,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000128/ScoringFiles/PGS000128.txt.gz,22,1
PGS000129,Hemoglobin A1c,18472,GWAS,Study-wide multi-ancestry GWAS significant SNPs,17,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000129/ScoringFiles/PGS000129.txt.gz,17,1
PGS000130,Hemoglobin A1c,88355,GWAS,Study-wide multi-ancestry GWAS significant SNPs,19,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000130/ScoringFiles/PGS000130.txt.gz,19,1
PGS000131,Hemoglobin A1c,7564,GWAS,Study-wide multi-ancestry GWAS significant SNPs,19,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000131/ScoringFiles/PGS000131.txt.gz,19,1
PGS000132,Hemoglobin A1c,18472,GWAS,Study-wide multi-ancestry GWAS significant SNPs,19,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000132/ScoringFiles/PGS000132.txt.gz,19,1
PGS000133,Schizophrenia,87534,PRS-CS,"Bayesian polygenic prediction method, with continuous shrinkage. Parameters: b = 0.5, phi = 1, LD-reference panel = 1000 Genomes Project European samples, # of available SNPs in BVU = 604,645",604645,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000133/ScoringFiles/PGS000133.txt.gz,604645,1
PGS000134,Schizophrenia,87534,PRS-CS,"Bayesian polygenic prediction method, with continuous shrinkage. Parameters: b = 0.5, phi = 1, LD-reference panel = 1000 Genomes Project European samples, # of available SNPs in GHS = 833,502",830589,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000134/ScoringFiles/PGS000134.txt.gz,830589,1
PGS000135,Schizophrenia,87534,PRS-CS,"Bayesian polygenic prediction method, with continuous shrinkage. Parameters: b = 0.5, phi = 1, LD-reference panel = 1000 Genomes Project European samples, # of available SNPs in MTS = 971,463",972439,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000135/ScoringFiles/PGS000135.txt.gz,972439,1
PGS000136,Schizophrenia,87534,PRS-CS,"Bayesian polygenic prediction method, with continuous shrinkage. Parameters: b = 0.5, phi = 1, LD-reference panel = 1000 Genomes Project European samples, # of available SNPs in PBK = 833,502",833502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000136/ScoringFiles/PGS000136.txt.gz,833502,1
PGS000137,Glaucoma,351696,Clumping and Thresholding (C+T),r2 = 0.1; p < 0.001,2673,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000137/ScoringFiles/PGS000137.txt.gz,2673,1
PGS000138,Lifetime Major Depressive Disorder,67171,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),22274,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000138/ScoringFiles/PGS000138.txt.gz,22274,1
PGS000139,Lifetime Major Depressive Disorder (with recurrence),59385,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),21980,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000139/ScoringFiles/PGS000139.txt.gz,21980,1
PGS000140,"Broad Depression (seen a General Practitioner for nerves, anxiety, tension or depression)",332622,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),24665,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000140/ScoringFiles/PGS000140.txt.gz,24665,1
PGS000141,"Seen a psychiatrist for nerves, anxiety, tension or depression",333412,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),22728,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000141/ScoringFiles/PGS000141.txt.gz,22728,1
PGS000142,"Probable Depression (low mood or anhedonia, and seen a GP or psychiatrist for nerves, anxiety, tension or depression)",80575,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),21908,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000142/ScoringFiles/PGS000142.txt.gz,21908,1
PGS000143,"Seen a General Practitioner for nerves, anxiety, tension or depression (without report of low mood or anhedonia)",58125,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),21042,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000143/ScoringFiles/PGS000143.txt.gz,21042,1
PGS000144,Self-reported depression or depression symptoms,253919,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),21828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000144/ScoringFiles/PGS000144.txt.gz,21828,1
PGS000145,Depression (ICD-10 defined),212411,LD-clumping and  p-value thresholding (Ricopilli),Clumping r2 < 0.1. Scores provided at a p-value threshold = 0.1 (LD-clumped summary statistics require to calculate the score at other threshold are linked in GWAS sample descriptions),21510,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000145/ScoringFiles/PGS000145.txt.gz,21510,1
PGS000146,Colorectal cancer risk,106056,Genome-wide significant variants,LD r2 > 0.5,27,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000146/ScoringFiles/PGS000146.txt.gz,27,1
PGS000147,Colorectal cancer,0,GWAS Catalog SNPs (unweighted allele count),"Variant dosage was calculated as 0, 1, or 2 copies of the risk allele except for the SNP rs5934683 in chromosome X that was coded 0, 0.5, and 1.",21,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000147/ScoringFiles/PGS000147.txt.gz,21,1
PGS000148,Colorectal cancer,65764,Genome-wide significant variants,"Weights were estimated regression coefficients obtained from a multivariable logistic regression that included 63 previously identified SNPs adjusting for age, sex, genotype platform, and up to 6 principal components (PCs)",63,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000148/ScoringFiles/PGS000148.txt.gz,63,1
PGS000149,Colorectal cancer,NA,Genome-wide significant variants,SNPs assembled by Peters et al. Gut (2015; PMID: 26187503),41,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000149/ScoringFiles/PGS000149.txt.gz,41,1
PGS000150,Colorectal cancer,179299,Genome-wide significant variants,NA,48,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000150/ScoringFiles/PGS000150.txt.gz,48,1
PGS000151,Colorectal cancer,NA,Genome-wide significant variants,Unweighted sum of risk alleles; r2 threshold = 0.8; MAF > 0.05; p-value < 5e-8 in Asian or European population,14,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000151/ScoringFiles/PGS000151.txt.gz,14,1
PGS000152,Bladder cancer,143819,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",10,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000152/ScoringFiles/PGS000152.txt.gz,10,1
PGS000153,Breast cancer,102721,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",66,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000153/ScoringFiles/PGS000153.txt.gz,66,1
PGS000154,Colorectal cancer,208379,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",30,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000154/ScoringFiles/PGS000154.txt.gz,30,1
PGS000155,Glioma,103614,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",19,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000155/ScoringFiles/PGS000155.txt.gz,19,1
PGS000156,Lung cancer,258478,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",6,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000156/ScoringFiles/PGS000156.txt.gz,6,1
PGS000157,Melanoma,318595,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",17,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000157/ScoringFiles/PGS000157.txt.gz,17,1
PGS000158,Ovarian cancer,28505,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",11,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000158/ScoringFiles/PGS000158.txt.gz,10,0.9090909090909091
PGS000159,Pancreatic cancer,29698,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",9,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000159/ScoringFiles/PGS000159.txt.gz,9,1
PGS000160,Prostate cancer,337424,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",79,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000160/ScoringFiles/PGS000160.txt.gz,79,1
PGS000161,Renal cancer,67529,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",10,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000161/ScoringFiles/PGS000161.txt.gz,10,1
PGS000162,Thyroid cancer,355697,Pruning and Thresholding (P+T),"GWAS significant and r2 < 0.2. PGS levels were computed as product(dosage*weight/expected risk effect), where the expected risk effect for each variant was calculated based on the risk allele frequence (f) and risk allele weight (OR) as f^2*OR^2 + 2f(1-f)OR + (1-f)^2.",6,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000162/ScoringFiles/PGS000162.txt.gz,6,1
PGS000163,Basophil count,408112,Genome-wide significant variants,Conditionally independent GWAS associations,185,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000163/ScoringFiles/PGS000163.txt.gz,185,1
PGS000164,Basophil percentage of white cells,408112,Genome-wide significant variants,Conditionally independent GWAS associations,150,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000164/ScoringFiles/PGS000164.txt.gz,150,1
PGS000165,Eosinophil count,408112,Genome-wide significant variants,Conditionally independent GWAS associations,607,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000165/ScoringFiles/PGS000165.txt.gz,607,1
PGS000166,Eosinophil percentage of white cells,408112,Genome-wide significant variants,Conditionally independent GWAS associations,571,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000166/ScoringFiles/PGS000166.txt.gz,571,1
PGS000167,Hematocrit,408112,Genome-wide significant variants,Conditionally independent GWAS associations,502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000167/ScoringFiles/PGS000167.txt.gz,502,1
PGS000168,Hemoglobin concentration,408112,Genome-wide significant variants,Conditionally independent GWAS associations,515,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000168/ScoringFiles/PGS000168.txt.gz,515,1
PGS000169,High light scatter reticulocyte count,408112,Genome-wide significant variants,Conditionally independent GWAS associations,570,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000169/ScoringFiles/PGS000169.txt.gz,570,1
