PHENOTYPE,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,MEAN_DELTA_R2,MEAN_DELTA_ADJ_R2,MEAN.DELTA_ADJ_R2_POSITIVE
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.with_med_correction.RAW,0.14,0.009999999999999998,0,0.43999999999999995,0.27,0.71,1,1,0.06000000000000001
Mean_platelet_thrombocyte_volume.all_ethnicities.both.static_med_corrected.IRNT,0.07,0.04,0,0.6,0.85,0.57,1,1,0.69
Mean_platelet_thrombocyte_volume.all_ethnicities.both.static_med_corrected.RAW,0.05,0.04,0,0.58,0.95,0.6,1,1,0.69
Mean_reticulocyte_volume.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.27999999999999997,0.34,0.39,0.51,0.55,0.06000000000000001
Mean_reticulocyte_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.27,0,0.12,0.76,0.22,1,1,0.5
Mean_reticulocyte_volume.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.23,0,0.13000000000000003,0.76,0.18,1,1,0.08999999999999998
Mean_reticulocyte_volume.all_ethnicities.both.original.IRNT,0.9899999999999999,0.35,0,0.5599999999999999,0.73,0.5,1,1,0.06000000000000001
Mean_reticulocyte_volume.all_ethnicities.both.original.RAW,1,0.27,0,0.57,0.72,0.46,1,1,0.04
Mean_reticulocyte_volume.all_ethnicities.both.original.with_med_correction.IRNT,1,0.41,0,0.43000000000000005,0.5599999999999999,0.27999999999999997,1,1,0.07
Mean_reticulocyte_volume.all_ethnicities.both.original.with_med_correction.RAW,1,0.4000000000000001,0,0.43999999999999995,0.57,0.29,1,1,0.06000000000000001
Mean_reticulocyte_volume.all_ethnicities.both.static_med_corrected.IRNT,1,0.55,0,0.15,0.65,0.23,1,1,0.52
Mean_reticulocyte_volume.all_ethnicities.both.static_med_corrected.RAW,1,0.48,0,0.07,0.71,0.10000000000000002,1,1,0.62
Mean_sphered_cell_volume.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.33,0.77,0.4200000000000001,0.37,0.43999999999999995,0.07
Mean_sphered_cell_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.9099999999999998,0,0.95,0.77,0.92,1,1,0.64
Mean_sphered_cell_volume.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.9099999999999998,0,0.98,0.6,0.9700000000000002,1,1,0.62
Mean_sphered_cell_volume.all_ethnicities.both.original.IRNT,0.9899999999999999,0.83,0,0.87,0.38,0.89,1,1,0.04
Mean_sphered_cell_volume.all_ethnicities.both.original.RAW,0.9899999999999999,0.85,0,0.87,0.37,0.89,1,1,0.07
Mean_sphered_cell_volume.all_ethnicities.both.original.with_med_correction.IRNT,1,0.86,0,0.96,0.36,0.98,1,1,0.07
Mean_sphered_cell_volume.all_ethnicities.both.original.with_med_correction.RAW,1,0.87,0,0.96,0.39,0.96,1,1,0.06000000000000001
Mean_sphered_cell_volume.all_ethnicities.both.static_med_corrected.IRNT,1,0.92,0,0.96,0.87,0.9899999999999999,1,1,0.65
Mean_sphered_cell_volume.all_ethnicities.both.static_med_corrected.RAW,1,0.95,0,0.9899999999999999,0.85,0.9899999999999999,1,1,0.61
Mean_time_to_correctly_identify_matches.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.27,0.67,0.25,0.22,0.63,0.02
Mean_time_to_correctly_identify_matches.all_ethnicities.both.dynamic_med_corrected.IRNT,0.68,0.07,0,0.27,0.68,0.37,1,1,0.10000000000000002
Mean_time_to_correctly_identify_matches.all_ethnicities.both.dynamic_med_corrected.RAW,0.81,0.029999999999999995,0,0.37,0.7,0.49,1,1,0.05
Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.IRNT,0.55,0.21000000000000005,0,0.05,0.009999999999999998,0.05,1,1,0.05
Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.RAW,0.53,0.23,0,0.04,0,0.04,0.9300000000000002,1,0.05
Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.with_med_correction.IRNT,0.69,0.15,0,0.029999999999999995,0.009999999999999998,0.05,1,1,0.06000000000000001
Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.with_med_correction.RAW,0.71,0.18,0,0.029999999999999995,0.009999999999999998,0.06000000000000001,0.95,1,0.06000000000000001
Mean_time_to_correctly_identify_matches.all_ethnicities.both.static_med_corrected.IRNT,0.77,0.05,0,0.45,0.72,0.52,1,1,0.06000000000000001
Mean_time_to_correctly_identify_matches.all_ethnicities.both.static_med_corrected.RAW,0.74,0.06000000000000001,0,0.35,0.71,0.4200000000000001,1,1,0.05
Microalbumin_in_urine.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.87,0.68,0.9099999999999998,0.17,0.17,0.029999999999999995
Microalbumin_in_urine.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.9399999999999998,1,0.9700000000000002,0.15,0.9899999999999999,0.96,0.96,0.05
Microalbumin_in_urine.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.84,1,0.33,0.27999999999999997,0.46,0.78,0.78,0.05
Microalbumin_in_urine.all_ethnicities.both.original.IRNT,1,0.9099999999999998,1,0.98,0.6,0.98,0.96,0.98,0.08
Microalbumin_in_urine.all_ethnicities.both.original.RAW,1,0.9399999999999998,1,0.96,0.6,0.98,0.65,0.68,0.04
Microalbumin_in_urine.all_ethnicities.both.original.with_med_correction.IRNT,1,0.9099999999999998,1,0.98,0.6,0.98,0.96,0.98,0.08
Microalbumin_in_urine.all_ethnicities.both.original.with_med_correction.RAW,1,0.9399999999999998,1,0.96,0.6,0.98,0.65,0.68,0.04
Microalbumin_in_urine.all_ethnicities.both.static_med_corrected.IRNT,1,0.92,1,0.96,0.38,0.9700000000000002,0.9700000000000002,0.9700000000000002,0.029999999999999995
Microalbumin_in_urine.all_ethnicities.both.static_med_corrected.RAW,1,0.79,1,0.71,0.31,0.83,0.73,0.73,0.029999999999999995
Monocyte_count.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.05,0.029999999999999995,0.11,0.87,0.9300000000000002,0.029999999999999995
Monocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT,0.95,0.75,0,0.4000000000000001,0.6,0.3,1,1,0.7
Monocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.76,0,0.23,0.23,0.3,1,1,0.5599999999999999
Monocyte_count.all_ethnicities.both.original.IRNT,0.9899999999999999,0.49,0,0.2,0.64,0.36,1,1,0.06000000000000001
Monocyte_count.all_ethnicities.both.original.RAW,0.98,0.43000000000000005,0,0.15,0.5,0.29,1,1,0.06000000000000001
Monocyte_count.all_ethnicities.both.original.with_med_correction.IRNT,0.9899999999999999,0.49,0,0.2,0.64,0.36,1,1,0.06000000000000001
Monocyte_count.all_ethnicities.both.original.with_med_correction.RAW,0.98,0.43000000000000005,0,0.15,0.5,0.29,1,1,0.06000000000000001
Monocyte_count.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.69,0,0.47,0.19,0.5,1,1,0.66
Monocyte_count.all_ethnicities.both.static_med_corrected.RAW,1,0.9300000000000002,0,0.55,0.14,0.5,1,1,0.6
Monocyte_percentage.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.21000000000000005,0.02,0.5,0.9,0.95,0.06000000000000001
Monocyte_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.67,0,0.57,0.52,0.53,1,1,0.58
Monocyte_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.65,0,0.35,0.39,0.26,1,1,0.029999999999999995
Monocyte_percentage.all_ethnicities.both.original.IRNT,1,0.86,0,0.07,0.04,0.06000000000000001,1,1,0.08
Monocyte_percentage.all_ethnicities.both.original.RAW,0.9899999999999999,0.85,0,0.06000000000000001,0.06000000000000001,0.07,1,1,0.08
Monocyte_percentage.all_ethnicities.both.original.with_med_correction.IRNT,1,0.86,0,0.07,0.04,0.06000000000000001,1,1,0.08
Monocyte_percentage.all_ethnicities.both.original.with_med_correction.RAW,0.9899999999999999,0.85,0,0.06000000000000001,0.06000000000000001,0.07,1,1,0.08
Monocyte_percentage.all_ethnicities.both.static_med_corrected.IRNT,0.98,0.79,0,0.5599999999999999,0.63,0.5599999999999999,1,1,0.58
Monocyte_percentage.all_ethnicities.both.static_med_corrected.RAW,0.98,0.79,0,0.22,0.36,0.2,1,1,0.10000000000000002
Neuroticism_score.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.9399999999999998,0.98,0.9700000000000002,0.71,0.79,0.02
Neuroticism_score.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.11,0,0.53,0.49,0.39,1,1,0.029999999999999995
Neuroticism_score.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.34,0,0.23,0.22,0.4000000000000001,1,1,0.06000000000000001
Neuroticism_score.all_ethnicities.both.original.IRNT,1,0.27999999999999997,0,0.12,0.17,0.18,1,1,0.04
Neuroticism_score.all_ethnicities.both.original.RAW,1,0.29,0,0.07,0.13000000000000003,0.08,1,1,0.029999999999999995
Neuroticism_score.all_ethnicities.both.original.with_med_correction.IRNT,1,0.27999999999999997,0,0.12,0.17,0.18,1,1,0.04
Neuroticism_score.all_ethnicities.both.original.with_med_correction.RAW,1,0.29,0,0.07,0.13000000000000003,0.08,1,1,0.029999999999999995
Neuroticism_score.all_ethnicities.both.static_med_corrected.IRNT,1,0.11,0,0.53,0.49,0.39,1,1,0.029999999999999995
Neuroticism_score.all_ethnicities.both.static_med_corrected.RAW,1,0.34,0,0.23,0.22,0.4000000000000001,1,1,0.06000000000000001
Neutrophill_count.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.06000000000000001,0.35,0.21000000000000005,0.86,0.86,0.029999999999999995
Neutrophill_count.all_ethnicities.both.dynamic_med_corrected.IRNT,0.95,0.18,0,0.54,0.73,0.65,1,1,0.61
Neutrophill_count.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.16,0,0.45,0.76,0.5599999999999999,1,1,0.029999999999999995
Neutrophill_count.all_ethnicities.both.original.IRNT,0.9700000000000002,0.17,0,0.05,0.31,0.08999999999999998,1,1,0.08
Neutrophill_count.all_ethnicities.both.original.RAW,0.9700000000000002,0.19,0,0.04,0.25,0.07,1,1,0.05
Neutrophill_count.all_ethnicities.both.original.with_med_correction.IRNT,0.96,0.23,0,0.06000000000000001,0.7,0.07,1,1,0.08
Neutrophill_count.all_ethnicities.both.original.with_med_correction.RAW,0.96,0.26,0,0.04,0.59,0.04,1,1,0.05
Neutrophill_count.all_ethnicities.both.static_med_corrected.IRNT,0.98,0.21000000000000005,0,0.5599999999999999,0.71,0.73,1,1,0.61
Neutrophill_count.all_ethnicities.both.static_med_corrected.RAW,0.96,0.24,0,0.7,0.77,0.77,1,1,0.06000000000000001
Neutrophill_percentage.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.38,0.83,0.48,0.74,0.77,0.04
Neutrophill_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,0.79,0.39,0,0.92,0.85,0.9099999999999998,1,1,0.51
Neutrophill_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,0.82,0.41,0,0.9,0.73,0.92,1,1,0.51
Neutrophill_percentage.all_ethnicities.both.original.IRNT,0.64,0.25,0,0.83,0.98,0.83,1,1,0.02
Neutrophill_percentage.all_ethnicities.both.original.RAW,0.64,0.26,0,0.81,0.98,0.83,1,1,0.029999999999999995
Neutrophill_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.59,0.33,0,0.79,0.86,0.82,1,1,0.04
Neutrophill_percentage.all_ethnicities.both.original.with_med_correction.RAW,0.59,0.33,0,0.79,0.88,0.85,1,1,0.02
Neutrophill_percentage.all_ethnicities.both.static_med_corrected.IRNT,0.8,0.49,0,0.85,0.81,0.88,1,1,0.51
Neutrophill_percentage.all_ethnicities.both.static_med_corrected.RAW,0.82,0.53,0,0.86,0.83,0.9,1,1,0.55
Nucleated_red_blood_cell_count.all_ethnicities.both.2nd_visit.original.RAW,1,0.83,1,0.19,0.59,0.18,0.49,0.53,0.04
Nucleated_red_blood_cell_count.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.24,0,0.96,0.54,0.95,0.72,0.72,0.06000000000000001
Nucleated_red_blood_cell_count.all_ethnicities.both.dynamic_med_corrected.RAW,0.68,0.029999999999999995,0,0.5,0.17,0.65,0.18,0.18,0.04
Nucleated_red_blood_cell_count.all_ethnicities.both.original.IRNT,1,0.36,0,0.9700000000000002,0.77,0.98,0.59,0.59,0.05
Nucleated_red_blood_cell_count.all_ethnicities.both.original.RAW,0.36,0.29,0,0.9700000000000002,0.81,0.9300000000000002,0.27,0.27,0.009999999999999998
Nucleated_red_blood_cell_count.all_ethnicities.both.original.with_med_correction.IRNT,1,0.36,0,0.9700000000000002,0.77,0.98,0.59,0.59,0.05
Nucleated_red_blood_cell_count.all_ethnicities.both.original.with_med_correction.RAW,0.36,0.29,0,0.9700000000000002,0.81,0.9300000000000002,0.27,0.27,0.009999999999999998
Nucleated_red_blood_cell_count.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.26,0,0.96,0.67,0.98,0.72,0.72,0.07
Nucleated_red_blood_cell_count.all_ethnicities.both.static_med_corrected.RAW,0.75,0.11,0,0.11,0.33,0.3,0.18,0.18,0.06000000000000001
Nucleated_red_blood_cell_percentage.all_ethnicities.both.2nd_visit.original.RAW,1,0.83,1,0.19,0.59,0.18,0.51,0.5599999999999999,0.08999999999999998
Nucleated_red_blood_cell_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,0.83,0.52,0,0.9099999999999998,0.9899999999999999,0.9399999999999998,0.96,0.96,0.04
Nucleated_red_blood_cell_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,0.53,0.04,0,0.74,0.13000000000000003,0.86,0.4000000000000001,0.4000000000000001,0.08
Nucleated_red_blood_cell_percentage.all_ethnicities.both.original.IRNT,0.9,0.63,0,0.96,0.9899999999999999,0.9399999999999998,0.96,0.96,0.04
Nucleated_red_blood_cell_percentage.all_ethnicities.both.original.RAW,0.36,0.25,0,0.9700000000000002,0.81,0.9300000000000002,0.27,0.31,0.05
Nucleated_red_blood_cell_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.9,0.63,0,0.96,0.9899999999999999,0.9399999999999998,0.96,0.96,0.04
Nucleated_red_blood_cell_percentage.all_ethnicities.both.original.with_med_correction.RAW,0.36,0.25,0,0.9700000000000002,0.81,0.9300000000000002,0.27,0.31,0.05
Nucleated_red_blood_cell_percentage.all_ethnicities.both.static_med_corrected.IRNT,0.83,0.53,0,0.9099999999999998,0.9899999999999999,0.9399999999999998,0.96,0.96,0.04
Nucleated_red_blood_cell_percentage.all_ethnicities.both.static_med_corrected.RAW,0.46,0.05,0,0.38,0.10000000000000002,0.66,0.41,0.41,0.06000000000000001
Number_of_children_fathered.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.88,0.9300000000000002,0.88,0.81,0.89,0.04
Number_of_children_fathered.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.55,1,0.11,0.08999999999999998,0.37,0.88,0.88,0.07
Number_of_children_fathered.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.47,1,0.22,0.76,0.17,0.88,0.88,0.07
Number_of_children_fathered.all_ethnicities.both.original.IRNT,1,0.37,1,0.2,0.63,0.29,0.8,0.92,0.10000000000000002
Number_of_children_fathered.all_ethnicities.both.original.RAW,1,0.2,1,0.07,0,0.26,0.85,0.9099999999999998,0.10000000000000002
Number_of_children_fathered.all_ethnicities.both.original.with_med_correction.IRNT,1,0.4200000000000001,1,0.3,0.11,0.32,0.95,0.9700000000000002,0.06000000000000001
Number_of_children_fathered.all_ethnicities.both.original.with_med_correction.RAW,1,0.2,1,0.07,0,0.26,0.85,0.9099999999999998,0.10000000000000002
Number_of_children_fathered.all_ethnicities.both.static_med_corrected.IRNT,1,0.55,1,0.25,0.9,0.3,0.84,0.84,0.12
Number_of_children_fathered.all_ethnicities.both.static_med_corrected.RAW,1,0.43999999999999995,1,0.3,0.88,0.26,0.88,0.88,0.07
Number_of_live_births.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.9899999999999999,0.29,0.9899999999999999,0.79,0.88,0.05
Number_of_live_births.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.86,1,0.4200000000000001,0.54,0.35,1,1,0.02
Number_of_live_births.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.9099999999999998,1,0.9399999999999998,0.98,0.85,1,1,0.02
Number_of_live_births.all_ethnicities.both.original.IRNT,1,0.83,1,0.81,0.95,0.64,1,1,0.05
Number_of_live_births.all_ethnicities.both.original.RAW,1,0.87,1,0.36,0.55,0.18,1,1,0.05
Number_of_live_births.all_ethnicities.both.original.with_med_correction.IRNT,1,0.89,1,0.57,0.81,0.43999999999999995,1,1,0.07
Number_of_live_births.all_ethnicities.both.original.with_med_correction.RAW,1,0.87,1,0.36,0.55,0.18,1,1,0.05
Number_of_live_births.all_ethnicities.both.static_med_corrected.IRNT,1,0.84,1,0.68,0.74,0.66,1,1,0.06000000000000001
Number_of_live_births.all_ethnicities.both.static_med_corrected.RAW,1,0.88,1,0.95,0.95,0.73,1,1,0.029999999999999995
Number_of_self_reported_cancers.all_ethnicities.both.2nd_visit.original.RAW,1,0.98,1,0.31,0.63,0.55,0.9399999999999998,0.95,0.04
Number_of_self_reported_cancers.all_ethnicities.both.dynamic_med_corrected.IRNT,0.61,0.62,0,0.58,0.43000000000000005,0.62,0.55,0.55,0.009999999999999998
Number_of_self_reported_cancers.all_ethnicities.both.dynamic_med_corrected.RAW,0.58,0.9899999999999999,0,0.11,0.86,0.08999999999999998,0.76,0.76,0.06000000000000001
Number_of_self_reported_cancers.all_ethnicities.both.original.IRNT,0.53,0.69,0,0.6,0.26,0.57,0.39,0.4200000000000001,0.05
Number_of_self_reported_cancers.all_ethnicities.both.original.RAW,0.37,0.62,0,0.14,0.29,0.19,0.54,0.57,0.05
Number_of_self_reported_cancers.all_ethnicities.both.original.with_med_correction.IRNT,0.53,0.63,0,0.49,0.26,0.49,0.54,0.57,0.029999999999999995
Number_of_self_reported_cancers.all_ethnicities.both.original.with_med_correction.RAW,0.37,0.62,0,0.14,0.29,0.19,0.5599999999999999,0.63,0.08999999999999998
Number_of_self_reported_cancers.all_ethnicities.both.static_med_corrected.IRNT,0.7,0.7,0,0.55,0.38,0.27999999999999997,0.45,0.45,0.029999999999999995
Number_of_self_reported_cancers.all_ethnicities.both.static_med_corrected.RAW,0.71,0.89,0,0.04,0.55,0.21000000000000005,0.77,0.77,0.05
Oestradiol.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.76,0.53,0.76,0.88,0.96,0.06000000000000001
Oestradiol.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.9300000000000002,0,0.21000000000000005,0.27999999999999997,0.29,0.41,0.41,0.05
Oestradiol.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.9899999999999999,0,0.10000000000000002,0.49,0.15,0.69,0.69,0.04
Oestradiol.all_ethnicities.both.original.IRNT,0.9399999999999998,0.74,0,0.04,0.27999999999999997,0.06000000000000001,0.53,0.81,0.07
Oestradiol.all_ethnicities.both.original.RAW,0.26,0.14,0,0.63,0.35,0.81,0.23,0.64,0.10000000000000002
Oestradiol.all_ethnicities.both.original.with_med_correction.IRNT,0.9399999999999998,0.74,0,0.04,0.27999999999999997,0.06000000000000001,0.53,0.81,0.07
Oestradiol.all_ethnicities.both.original.with_med_correction.RAW,0.26,0.14,0,0.63,0.35,0.81,0.23,0.64,0.10000000000000002
Oestradiol.all_ethnicities.both.static_med_corrected.IRNT,1,0.9099999999999998,0,0.18,0.34,0.31,0.41,0.41,0.05
Oestradiol.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.9700000000000002,0,0.11,0.27,0.08999999999999998,0.69,0.69,0.04
Peak_expiratory_flow_PEF.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.35,0.59,0.34,0,0.78,0.06000000000000001
Peak_expiratory_flow_PEF.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9700000000000002,0.27999999999999997,0,0.89,0.98,0.9300000000000002,1,1,0.06000000000000001
Peak_expiratory_flow_PEF.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.29,0,0.8,0.96,0.83,1,1,0.029999999999999995
Peak_expiratory_flow_PEF.all_ethnicities.both.original.IRNT,0.89,0.11,0,0.6,1,0.75,1,1,0.07
Peak_expiratory_flow_PEF.all_ethnicities.both.original.RAW,0.89,0.15,0,0.63,1,0.77,1,1,0.04
Peak_expiratory_flow_PEF.all_ethnicities.both.original.with_med_correction.IRNT,0.89,0.11,0,0.6,1,0.75,1,1,0.07
Peak_expiratory_flow_PEF.all_ethnicities.both.original.with_med_correction.RAW,0.89,0.15,0,0.63,1,0.77,1,1,0.04
Peak_expiratory_flow_PEF.all_ethnicities.both.static_med_corrected.IRNT,0.98,0.14,0,0.88,0.67,0.86,1,1,0.05
Peak_expiratory_flow_PEF.all_ethnicities.both.static_med_corrected.RAW,0.98,0.23,0,0.9099999999999998,0.88,0.9099999999999998,1,1,0.05
Phosphate.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.61,0.53,0.45,0.16,0.49,0.08999999999999998
Phosphate.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.58,0,0.51,0.21000000000000005,0.58,1,1,0.64
Phosphate.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.64,0,0.53,0.15,0.55,1,1,0.66
Phosphate.all_ethnicities.both.original.IRNT,1,0.57,0,0.36,0.5599999999999999,0.4000000000000001,1,1,0.06000000000000001
Phosphate.all_ethnicities.both.original.RAW,1,0.57,0,0.36,0.5,0.41,1,1,0.07
Phosphate.all_ethnicities.both.original.with_med_correction.IRNT,1,0.63,0,0.39,0.9,0.39,1,1,0.07
Phosphate.all_ethnicities.both.original.with_med_correction.RAW,1,0.63,0,0.36,0.89,0.34,1,1,0.08
Phosphate.all_ethnicities.both.static_med_corrected.IRNT,1,0.69,0,0.51,0.37,0.64,1,1,0.64
Phosphate.all_ethnicities.both.static_med_corrected.RAW,1,0.7,0,0.49,0.36,0.6,1,1,0.64
Platelet_count.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.81,0.9399999999999998,0.75,0.9300000000000002,1,0.06000000000000001
Platelet_count.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.36,0,0.15,0.18,0.17,1,1,0.71
Platelet_count.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.35,0,0.08,0.32,0.07,1,1,0.64
Platelet_count.all_ethnicities.both.original.IRNT,0.9899999999999999,0.35,0,0.08,0.14,0.15,1,1,0.08999999999999998
Platelet_count.all_ethnicities.both.original.RAW,0.9899999999999999,0.34,0,0.11,0.08999999999999998,0.17,1,1,0.05
Platelet_count.all_ethnicities.both.original.with_med_correction.IRNT,0.98,0.33,0,0.14,0.22,0.24,1,1,0.08999999999999998
Platelet_count.all_ethnicities.both.original.with_med_correction.RAW,0.98,0.3,0,0.18,0.24,0.31,1,1,0.04
Platelet_count.all_ethnicities.both.static_med_corrected.IRNT,0.98,0.4000000000000001,0,0.05,0.38,0.08999999999999998,1,1,0.7
Platelet_count.all_ethnicities.both.static_med_corrected.RAW,1,0.41,0,0.05,0.7,0.14,1,1,0.64
Platelet_crit.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.10000000000000002,0.02,0.26,0.82,1,0.04
Platelet_crit.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9,0.08,0,0.46,0.16,0.79,1,1,0.53
Platelet_crit.all_ethnicities.both.dynamic_med_corrected.RAW,0.9,0.17,0,0.46,0.10000000000000002,0.65,1,1,0.52
Platelet_crit.all_ethnicities.both.original.IRNT,0.75,0,0,0.52,0.11,0.71,1,1,0.08999999999999998
Platelet_crit.all_ethnicities.both.original.RAW,0.75,0,0,0.47,0.23,0.69,1,1,0.06000000000000001
Platelet_crit.all_ethnicities.both.original.with_med_correction.IRNT,0.81,0,0,0.5599999999999999,0.6,0.67,1,1,0.07
Platelet_crit.all_ethnicities.both.original.with_med_correction.RAW,0.82,0,0,0.55,0.52,0.7,1,1,0.06000000000000001
Platelet_crit.all_ethnicities.both.static_med_corrected.IRNT,0.92,0.17,0,0.6,0.10000000000000002,0.82,1,1,0.54
Platelet_crit.all_ethnicities.both.static_med_corrected.RAW,0.9399999999999998,0.25,0,0.69,0.05,0.83,1,1,0.53
Platelet_distribution_width.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.9899999999999999,0.65,0.95,0.48,0.57,0.10000000000000002
Platelet_distribution_width.all_ethnicities.both.dynamic_med_corrected.IRNT,0.87,0.06000000000000001,0,0.73,0.47,0.84,1,1,0.66
Platelet_distribution_width.all_ethnicities.both.dynamic_med_corrected.RAW,0.95,0.07,0,0.76,0.24,0.89,1,1,0.57
Platelet_distribution_width.all_ethnicities.both.original.IRNT,0.9399999999999998,0.10000000000000002,0,0.8,0.49,0.83,1,1,0.08
Platelet_distribution_width.all_ethnicities.both.original.RAW,0.9300000000000002,0.08999999999999998,0,0.79,0.54,0.82,1,1,0.08999999999999998
Platelet_distribution_width.all_ethnicities.both.original.with_med_correction.IRNT,0.9399999999999998,0.10000000000000002,0,0.8,0.49,0.83,1,1,0.08
Platelet_distribution_width.all_ethnicities.both.original.with_med_correction.RAW,0.9300000000000002,0.08999999999999998,0,0.79,0.54,0.82,1,1,0.08999999999999998
Platelet_distribution_width.all_ethnicities.both.static_med_corrected.IRNT,0.88,0.05,0,0.78,0.55,0.85,1,1,0.66
Platelet_distribution_width.all_ethnicities.both.static_med_corrected.RAW,0.88,0.07,0,0.67,0.32,0.8,1,1,0.59
Potassium_in_urine.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.95,0.45,0.96,0.4000000000000001,0.52,0.02
Potassium_in_urine.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9700000000000002,0.19,0,0.13000000000000003,0.65,0.21000000000000005,1,1,0.05
Potassium_in_urine.all_ethnicities.both.dynamic_med_corrected.RAW,0.95,0.17,0,0.07,0.75,0.17,1,1,0.04
Potassium_in_urine.all_ethnicities.both.original.IRNT,0.92,0.07,0,0.57,0.52,0.74,1,1,0.029999999999999995
Potassium_in_urine.all_ethnicities.both.original.RAW,0.9300000000000002,0.08999999999999998,0,0.57,0.53,0.74,1,1,0.02
Potassium_in_urine.all_ethnicities.both.original.with_med_correction.IRNT,0.9399999999999998,0.08,0,0.68,0.41,0.8,1,1,0.04
Potassium_in_urine.all_ethnicities.both.original.with_med_correction.RAW,0.9399999999999998,0.08,0,0.7,0.41,0.81,1,1,0.029999999999999995
Potassium_in_urine.all_ethnicities.both.static_med_corrected.IRNT,0.95,0.12,0,0.22,0.63,0.54,1,1,0.05
Potassium_in_urine.all_ethnicities.both.static_med_corrected.RAW,0.9399999999999998,0.08,0,0.08,0.5,0.15,1,1,0.05
Pulse_rate_automated_reading.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.43000000000000005,0.10000000000000002,0.61,1,1,0.06000000000000001
Pulse_rate_automated_reading.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9899999999999999,0.08999999999999998,0,0.83,0.9399999999999998,0.92,1,1,0.76
Pulse_rate_automated_reading.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.07,0,0.81,0.9300000000000002,0.86,1,1,0.73
Pulse_rate_automated_reading.all_ethnicities.both.original.IRNT,1,0.14,0,0.67,0.57,0.54,1,1,0.029999999999999995
