PHENOTYPE,PC1_COS_SIM,PC1_ABS_COS_SIM,PC1_PEARSON,PC1_ABS_PEARSON,RANK_PC1_COS_SIM,RANK_PC1_PEARSON,EVEN_COS_SIM,EVEN_PEARSON,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,MEAN.DELTA.R2,MEAN.DELTA.ADJ.R2,MEAN.DELTA.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.POSITIVE,MEAN.DELTA.ADJ.R2.NO.INTERCEPT.POSITIVE
Ankle_spacing_width_left.all_ethnicities.both.dynamic_med_corrected.IRNT,-3.544067003391199e-12,3.544067003391199e-12,-2.426803753015117e-12,2.426803753015117e-12,26,23,3.096951012038227,3.0987249340279837,0.01057097399681024,0.277652944416547,0.08229092176717052,1.237981547345832e-7,5.0242511864409e-4,3.3384959693710776e-4,1.6034988278404868e-5,9.754048696457594e-6,1.4287236276466876e-5,-1.3020480867956854e-4,0.005,0.005
Ankle_spacing_width_left.all_ethnicities.both.dynamic_med_corrected.RAW,-6.015432309566926e-12,6.015432309566926e-12,-3.966947486835623e-12,3.966947486835623e-12,31,28,3.1019552540152837,3.0905403079080167,0.01033624241237327,0.27964163875354,0.08110102365141882,1.2379346278726885e-7,5.0254199414466e-4,3.338435913949931e-4,1.5905782521880214e-5,9.62482355690132e-6,1.4157712356328812e-5,-1.3033435550471322e-4,0.005,0.005
Ankle_spacing_width_left.all_ethnicities.both.original.IRNT,0.0464092124704057,0.0464092124704057,0.04653890760578521,0.04653890760578521,39,39,3.0268927172924336,3.0263475521063397,0.01019632268653681,0.273997885967665,0.08365312059600567,1.238416416880339e-7,5.0338664512213e-4,3.339401833939879e-4,1.1861068970275834e-5,7.194637342944343e-6,0.00232827278319469,0.00221834672490017,0,0
Ankle_spacing_width_left.all_ethnicities.both.original.RAW,0.07930362861031355,0.07930362861031355,0.04899295767381113,0.04899295767381113,38,39,2.8623087062237493,3.021186831215688,0.01019785239939261,0.275032803466926,0.08363419389242581,1.2374755659893364e-7,5.031625226568e-4,3.338129133060903e-4,1.1780568451469351e-5,7.110264478416006e-6,0.0017538553660289,0.0017507154277957,0,0
Ankle_spacing_width_left.all_ethnicities.both.original.with_med_correction.IRNT,0.0464092124704057,0.0464092124704057,0.04653890760578521,0.04653890760578521,39,39,3.0268927172924336,3.0263475521063397,0.01019632268653681,0.273997885967665,0.08365312059600567,1.238416416880339e-7,5.0338664512213e-4,3.339401833939879e-4,1.1861068970275834e-5,7.194637342944343e-6,0.00232827278319469,0.00221834672490017,0,0
Ankle_spacing_width_left.all_ethnicities.both.original.with_med_correction.RAW,0.07930362861031355,0.07930362861031355,0.04899295767381113,0.04899295767381113,38,39,2.8623087062237493,3.021186831215688,0.01019785239939261,0.275032803466926,0.08363419389242581,1.2374755659893364e-7,5.031625226568e-4,3.338129133060903e-4,1.1780568451469351e-5,7.110264478416006e-6,0.0017538553660289,0.0017507154277957,0,0
Ankle_spacing_width_left.all_ethnicities.both.static_med_corrected.IRNT,7.055394377517713e-12,7.055394377517713e-12,6.807989986898821e-12,6.807989986898821e-12,40,40,3.3222844488363807,3.3257274750613317,0.01005907681394378,0.260247852274731,0.08195530295011075,1.238066273114953e-7,5.0256513968482e-4,3.3384691533904995e-4,1.5897741214752658e-5,9.616783105332314e-6,1.4198586687188192e-5,-1.302934695428976e-4,0.005,0.005
Ankle_spacing_width_left.all_ethnicities.both.static_med_corrected.RAW,8.727982102474168e-12,8.727982102474168e-12,8.382518885702591e-12,8.382518885702591e-12,40,40,3.2664850260650167,3.2722559634458688,0.0099645117402733,0.272540544214845,0.08125970694542782,1.2381005030630058e-7,5.0254731886351e-4,3.3385062944261284e-4,1.5753391770988304e-5,9.472412008205176e-6,1.4053244927579972e-5,-1.3043883679528598e-4,0.005,0.005
Ankle_spacing_width_right.all_ethnicities.both.2nd_visit.original.RAW,-0.3832961201529456,0.3832961201529456,-0.00626870540066686,0.00626870540066686,40,10,2.944040475808734,3.4238248663240425,0.00857613199411235,0.277681802773139,0.07245904791140542,1.2917769181110378e-7,5.1661736573713e-4,3.4110806350229675e-4,1.833042924972994e-4,9.940125640317545e-6,0.00112477745593919,0.00102797409996235,0,0
Ankle_spacing_width_right.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.1515351450690177e-11,1.1515351450690177e-11,-7.799796397108755e-12,7.799796397108755e-12,40,40,2.9774185368563644,3.0881236022977503,0.0095497430482607,0.298414218802297,0.08024079040951045,1.23826079591045e-7,5.0357647113716e-4,3.339184697685496e-4,1.5177994680785382e-5,8.896811835283343e-6,1.3360800011496911e-5,-1.311340815686951e-4,0.005,0.005
Ankle_spacing_width_right.all_ethnicities.both.dynamic_med_corrected.RAW,5.241557772515878e-12,5.241557772515878e-12,6.245674047328861e-12,6.245674047328861e-12,36,38,3.0040597050368163,2.930040758409455,0.0095582670486972,0.284095352382631,0.08124953591059071,1.2382936287656698e-7,5.0336309887421e-4,3.3392235377159503e-4,1.5216868234645823e-5,8.935690452180898e-6,1.339142624053932e-5,-1.3110345491178433e-4,0.005,0.005
Ankle_spacing_width_right.all_ethnicities.both.original.IRNT,0.04061748856812158,0.04061748856812158,0.04073431924277111,0.04073431924277111,39,39,3.0298450325988897,3.029402058329466,0.00992520946311613,0.284886506880047,0.08177552381605142,1.239129589231859e-7,5.0291566152711e-4,3.3403212288064436e-4,1.163906867451825e-5,6.833143876422421e-6,0.00208763597581784,0.00197476235671428,0,0
Ankle_spacing_width_right.all_ethnicities.both.original.RAW,0.07972067497108773,0.07972067497108773,0.04309792609801217,0.04309792609801217,38,39,2.8586888193494935,3.031246104193765,0.00998692630733969,0.288372882082913,0.08197080909058739,1.237176255117225e-7,5.0250489134298e-4,3.33769833345029e-4,1.1682048709660275e-5,6.869439791723497e-6,0.00178268425034211,0.00177950482223276,0,0
Ankle_spacing_width_right.all_ethnicities.both.original.with_med_correction.IRNT,0.04061748856812158,0.04061748856812158,0.04073431924277111,0.04073431924277111,39,39,3.0298450325988897,3.029402058329466,0.00992520946311613,0.284886506880047,0.08177552381605142,1.239129589231859e-7,5.0291566152711e-4,3.3403212288064436e-4,1.163906867451825e-5,6.833143876422421e-6,0.00208763597581784,0.00197476235671428,0,0
Ankle_spacing_width_right.all_ethnicities.both.original.with_med_correction.RAW,0.07972067497108773,0.07972067497108773,0.04309792609801217,0.04309792609801217,38,39,2.8586888193494935,3.031246104193765,0.00998692630733969,0.288372882082913,0.08197080909058739,1.237176255117225e-7,5.0250489134298e-4,3.33769833345029e-4,1.1682048709660275e-5,6.869439791723497e-6,0.00178268425034211,0.00177950482223276,0,0
Ankle_spacing_width_right.all_ethnicities.both.static_med_corrected.IRNT,-2.6945272924135282e-12,2.6945272924135282e-12,-2.9350601234811856e-12,2.9350601234811856e-12,39,39,3.231860267063657,3.2021752544603728,0.00984396535193794,0.332550056278779,0.08004378675972143,1.2383048254780677e-7,5.0297616465331e-4,3.339074547289043e-4,1.4969690371171128e-5,8.688478336699726e-6,1.3205412033079622e-5,-1.3128949189892338e-4,0.005,0.005
Ankle_spacing_width_right.all_ethnicities.both.static_med_corrected.RAW,-3.851403528579706e-12,3.851403528579706e-12,-3.67707943304696e-12,3.67707943304696e-12,39,39,3.20372302313317,3.187563490420127,0.00989246654828414,0.335982182124082,0.081128359749008,1.2382714193761086e-7,5.0324466660628e-4,3.339020042279461e-4,1.4991656801873418e-5,8.710447300643292e-6,1.3218373998145914e-5,-1.312765322881452e-4,0.005,0.005
Ankle_spacing_width.all_ethnicities.both.2nd_visit.original.RAW,-0.2950860930630155,0.2950860930630155,-0.00615271239899181,0.00615271239899181,38,17,2.955896645347046,3.267059149346955,0.01171841636107686,0.334752089403485,0.0892038594172191,1.2848399125079666e-7,5.2183817585978e-4,3.4010311979164006e-4,7.883483557452609e-5,1.162082995637137e-5,0.00132171015179749,0.00128075865294619,0,0
Ankle_spacing_width.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.904400859678654e-13,1.904400859678654e-13,-8.199921762796072e-14,8.199921762796072e-14,4,2,2.726484847692699,2.723368198809653,0.01107649751013393,0.29349247642931,0.08529207119136215,1.2291382086160016e-7,4.9583416138068e-4,3.32802843160234e-4,8.640455642665396e-6,4.997024968838025e-6,7.539715065283813e-6,-7.626819158775785e-5,0.005,0.005
Ankle_spacing_width.all_ethnicities.both.dynamic_med_corrected.RAW,2.5779172671311512e-12,2.5779172671311512e-12,2.3572846454059775e-12,2.3572846454059775e-12,32,32,2.5763001495485662,2.5694491482732,0.01117436410785645,0.291584722859108,0.08562626818936972,1.2291174945036448e-7,4.9592610520885e-4,3.3280263158569584e-4,8.675212389264552e-6,5.031784676906012e-6,7.5829236763574544e-6,-7.622497934582142e-5,0.005,0.005
Ankle_spacing_width.all_ethnicities.both.original.IRNT,0.01950047815759583,0.01950047815759583,0.01961992848270194,0.01961992848270194,37,37,3.1923914357665315,3.1916243127903425,0.01142807920058897,0.296042730572546,0.08829964251752592,1.2287663016648348e-7,4.9615760611655e-4,3.3275746409753795e-4,6.323062395674484e-6,3.617083217832828e-6,0.00187127723834376,0.00180781370768823,0,0
Ankle_spacing_width.all_ethnicities.both.original.RAW,-0.10735053098681112,0.10735053098681112,0.02143111450678541,0.02143111450678541,40,37,2.89225444554382,3.1985303336553224,0.01136916085298246,0.298799814895202,0.08789185807515702,1.2229048152503344e-7,4.9487508694515e-4,3.319591761356362e-4,6.355741864361164e-6,3.647985160615264e-6,0.00178420437639814,0.00178236096869222,0,0
Ankle_spacing_width.all_ethnicities.both.original.with_med_correction.IRNT,0.01950047815759583,0.01950047815759583,0.01961992848270194,0.01961992848270194,37,37,3.1923914357665315,3.1916243127903425,0.01142807920058897,0.296042730572546,0.08829964251752592,1.2287663016648348e-7,4.9615760611655e-4,3.3275746409753795e-4,6.323062395674484e-6,3.617083217832828e-6,0.00187127723834376,0.00180781370768823,0,0
Ankle_spacing_width.all_ethnicities.both.original.with_med_correction.RAW,-0.10735053098681112,0.10735053098681112,0.02143111450678541,0.02143111450678541,40,37,2.89225444554382,3.1985303336553224,0.01136916085298246,0.298799814895202,0.08789185807515702,1.2229048152503344e-7,4.9487508694515e-4,3.319591761356362e-4,6.355741864361164e-6,3.647985160615264e-6,0.00178420437639814,0.00178236096869222,0,0
Ankle_spacing_width.all_ethnicities.both.static_med_corrected.IRNT,-1.904400859678654e-13,1.904400859678654e-13,-8.199921762796072e-14,8.199921762796072e-14,4,2,2.726484847692699,2.723368198809653,0.01107649751013393,0.29349247642931,0.08529207119136215,1.2291382086160016e-7,4.9583416138068e-4,3.32802843160234e-4,8.640455642665396e-6,4.997024968838025e-6,7.539715065283813e-6,-7.626819158775785e-5,0.005,0.005
Ankle_spacing_width.all_ethnicities.both.static_med_corrected.RAW,2.5779172671311512e-12,2.5779172671311512e-12,2.3572846454059775e-12,2.3572846454059775e-12,32,32,2.5763001495485662,2.5694491482732,0.01117436410785645,0.291584722859108,0.08562626818936972,1.2291174945036448e-7,4.9592610520885e-4,3.3280263158569584e-4,8.675212389264552e-6,5.031784676906012e-6,7.5829236763574544e-6,-7.622497934582142e-5,0.005,0.005
Apolipoprotein_A.all_ethnicities.both.2nd_visit.original.RAW,-0.2460118022909903,0.2460118022909903,-0.00935648191753583,0.00935648191753583,37,21,2.9092481860033153,3.431572456712948,0.01191454091229201,0.302740343261259,0.08905443191601622,1.2854888951643177e-7,5.130858738013e-4,3.400061807315349e-4,6.776131021371534e-5,4.41565805342492e-6,0.00147456265377277,0.00140926562715681,0,0
Apolipoprotein_A.all_ethnicities.both.dynamic_med_corrected.IRNT,1.0912868588487027e-10,1.0912868588487027e-10,1.1302995667893696e-10,1.1302995667893696e-10,40,40,2.87950222705732,2.872182485195262,0.01020344456382894,0.272335844237063,0.08245041440624203,1.221546402271027e-7,4.9392442844788e-4,3.3170424556110226e-4,6.177273682008896e-6,3.8117938697657095e-6,5.458293473257004e-6,-4.8952226642379216e-5,0,0
Apolipoprotein_A.all_ethnicities.both.dynamic_med_corrected.RAW,1.04358863938553e-10,1.04358863938553e-10,1.0781564378435562e-10,1.0781564378435562e-10,40,40,3.126592171925397,3.134608137761531,0.01053713027891487,0.292984965639553,0.08273633738347451,1.2215012135951634e-7,4.9406235966957e-4,3.316975423327249e-4,5.988875431686726e-6,3.62338555179864e-6,5.3106807179582256e-6,-4.909984708490344e-5,0,0
Apolipoprotein_A.all_ethnicities.both.original.IRNT,-0.03893602834152072,0.03893602834152072,-0.03894538538526089,0.03894538538526089,39,39,2.901462476710313,2.9014322559028964,0.00994796543124134,0.244991410090177,0.08120625578070907,1.221125292039509e-7,4.9420415081524e-4,3.3168887495201894e-4,5.081403000761764e-6,3.1017320580306595e-6,2.2846981421459356e-4,1.8284117611105932e-4,0,0
Apolipoprotein_A.all_ethnicities.both.original.RAW,-0.02810768240697515,0.02810768240697515,-0.03762046202015978,0.03762046202015978,40,39,3.2346858916798524,2.905253613130489,0.00996294949966492,0.244291675016782,0.08115763258400473,1.2202963012045033e-7,4.9406954827965e-4,3.3157573787356745e-4,4.952615518721837e-6,2.960536654772472e-6,0.00192398196868082,0.00192179278650095,0,0
Apolipoprotein_A.all_ethnicities.both.original.with_med_correction.IRNT,-0.03961285417438921,0.03961285417438921,-0.0396223738718255,0.0396223738718255,39,39,2.892521176257824,2.892490174722292,0.00995257619915901,0.251555947182701,0.0818523515920988,1.2211687312392785e-7,4.942064389003e-4,3.316976873690648e-4,5.045689757343652e-6,3.0699806139733443e-6,2.3432413122714824e-4,1.88784260490793e-4,0,0
Apolipoprotein_A.all_ethnicities.both.original.with_med_correction.RAW,-0.02819364937723714,0.02819364937723714,-0.03817665923019542,0.03817665923019542,40,39,3.231734026818661,2.8927742239500156,0.00997904891968045,0.253988717369198,0.08154958680644722,1.2178949298101796e-7,4.9347467574347e-4,3.3125344455018426e-4,4.923475721452242e-6,2.93512263266349e-6,0.00192380564826888,0.00192162389902184,0,0
Apolipoprotein_A.all_ethnicities.both.static_med_corrected.IRNT,6.259318437125858e-12,6.259318437125858e-12,1.7139891416401548e-11,1.7139891416401548e-11,30,37,3.1017417867198227,3.03455155108194,0.0108083369153057,0.283953953512023,0.08272264289103376,1.221622017908574e-7,4.9348516261499e-4,3.3172092657725094e-4,6.1964552327130706e-6,3.830976366960835e-6,5.448908744849999e-6,-4.8961611870622814e-5,0,0
Apolipoprotein_A.all_ethnicities.both.static_med_corrected.RAW,5.124487084634976e-12,5.124487084634976e-12,1.517969564815166e-11,1.517969564815166e-11,27,37,3.119733415160631,3.0315130019015584,0.01100355303961555,0.29541417244163,0.08407490494087914,1.2214058360267297e-7,4.9351015255667e-4,3.316893166658998e-4,5.999782712070859e-6,3.634293312524401e-6,5.293989870697368e-6,-4.911653880002117e-5,0,0
Apolipoprotein_B.all_ethnicities.both.2nd_visit.original.RAW,-0.25639966451760354,0.25639966451760354,-0.01721138739301432,0.01721138739301432,38,36,2.9073773942837,3.445451924469656,0.00958101758432962,0.288788134572319,0.08142079370422231,1.273697184810112e-7,5.1165007567562e-4,3.3864300758304765e-4,6.024634542516061e-5,2.957146771134789e-7,0.00187819096800234,0.00178435623475703,0,0
Apolipoprotein_B.all_ethnicities.both.dynamic_med_corrected.IRNT,2.191831789675598e-12,2.191831789675598e-12,1.735860974947074e-12,1.735860974947074e-12,39,38,3.341131293764523,3.312659102293982,0.01208562837803831,0.288188755204039,0.08764473172742787,1.2199510569933156e-7,4.9546930024086e-4,3.316172093955019e-4,6.27740973814697e-6,4.113278015703828e-6,5.833964517024882e-6,-4.394551830055585e-5,0.01,0.01
Apolipoprotein_B.all_ethnicities.both.dynamic_med_corrected.RAW,2.5024049173045618e-12,2.5024049173045618e-12,2.07572778318638e-12,2.07572778318638e-12,25,24,3.0551578682796987,3.042194325316739,0.01228360861359442,0.28492735330437,0.08784365896208803,1.219934965963277e-7,4.9535485826722e-4,3.3161560764867064e-4,6.24400508455638e-6,4.079871665919612e-6,5.799816472956511e-6,-4.39796682293704e-5,0.005,0
Apolipoprotein_B.all_ethnicities.both.original.IRNT,-0.0456968950902989,0.0456968950902989,-0.04571014399079888,0.04571014399079888,40,40,3.0127238658294067,3.0125998125170876,0.01207983219317749,0.344373714522014,0.08702596370588508,1.220213241401619e-7,4.9599766070633e-4,3.316690843498599e-4,4.845045909035971e-6,2.692226344838157e-6,2.019243953102598e-4,1.5233293289250698e-4,0,0
Apolipoprotein_B.all_ethnicities.both.original.RAW,-0.03338499894021814,0.03338499894021814,-0.04414453858015325,0.04414453858015325,40,40,3.259452248287738,3.0404447535952848,0.01198609144079583,0.338915158109237,0.08684320025872869,1.2158554781855645e-7,4.95085394406e-4,3.310764026226818e-4,4.951130386702737e-6,2.798320113276201e-6,0.00182008894096574,0.00181688063571883,0,0
Apolipoprotein_B.all_ethnicities.both.original.with_med_correction.IRNT,-0.04983331975268049,0.04983331975268049,-0.04984776792675624,0.04984776792675624,40,40,3.018083507267543,3.0179783650054772,0.01059278703408737,0.335577881212321,0.08241325666921888,1.220007806920197e-7,4.9559935407887e-4,3.3163178670453e-4,6.085667531248451e-6,4.0027007080015164e-06,0.00379319938381902,0.00374383862422508,0,0
Apolipoprotein_B.all_ethnicities.both.original.with_med_correction.RAW,-0.03336946880585292,0.03336946880585292,-0.04751150153261706,0.04751150153261706,40,40,3.2809096642394064,3.027037411225807,0.01070146624519857,0.337935442753299,0.08290134351830712,1.2163295827944884e-7,4.9485248481486e-4,3.3113354032639284e-4,6.084286987916021e-6,3.993969015202159e-6,0.00115981285131283,0.001157312527715,0,0
Apolipoprotein_B.all_ethnicities.both.static_med_corrected.IRNT,8.279809733175122e-12,8.279809733175122e-12,8.672853447741416e-12,8.672853447741416e-12,40,40,3.140991671869433,3.1116514394234347,0.01125792337395447,0.289706525500315,0.08414432769385612,1.2201646322552518e-7,4.955772479287e-4,3.31648583791261e-4,5.9663981921686895e-6,3.8022509526425257e-6,5.565197210659877e-6,-4.421429915426791e-5,0,0
Apolipoprotein_B.all_ethnicities.both.static_med_corrected.RAW,6.939180108338543e-12,6.939180108338543e-12,7.118938784932566e-12,7.118938784932566e-12,40,40,3.3293736994034417,3.325174050875386,0.01139467524677977,0.280805242678065,0.08514498097706842,1.220162561812218e-7,4.9554177986171e-4,3.3164808786597625e-4,6.0263391146743556e-6,3.862194847980562e-6,5.608024523912517e-6,-4.4171469640948785e-5,0.005,0
Arm_fat_free_mass_left.all_ethnicities.both.2nd_visit.original.RAW,-0.254571981444679,0.254571981444679,-0.01940698844464615,0.01940698844464615,38,39,2.913206977641655,3.3130664064631294,0.00993880043554621,0.281621111621488,0.08101222709663139,1.2500561275178838e-7,5.0687702136799e-4,3.3561745319900797e-4,2.0258766937342187e-5,3.4649993221336217e-6,0.0015180152144093,0.00147494693192273,0,0
Arm_fat_free_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT,3.850033639387403e-12,3.850033639387403e-12,3.8737891210422196e-12,3.8737891210422196e-12,38,38,2.7334347290234136,2.7343970476606767,0.0089443526352442,0.365513635685445,0.07442723085178424,1.2201433807639454e-7,4.9467274333671e-4,3.3160175461402713e-4,8.598168622386085e-6,6.507743696551049e-6,7.59807370870266e-6,-4.0488532186893915e-5,0.02,0.01
